Index,J2000_NAME,OCARS_NAME,DEC,RA,DEC_deg,RA_deg,INDEX_NEW_TABLE,RA_ERR_sec,DEC_ERR_arcsec,RA_ERR_deg,DEC_ERR_deg,SKY_PA_ERR_deg,RA_DEC_CORRELATION,SEMIMAJOR_AXIS_OF_ERROR_ELLIPSE_mas,CATALOG_CODE,EPOCH_YEAR,GAL_LON_deg,GAL_LAT_deg,Z_FROM_NED_OR_LITERATURE,Z,Z_FLAG,Z_SIMBAD,Z_SIMBAD_FLAG,Z_SDSS,OPTICAL_OR_NIR_MAGNITUDE,BAND,OBJECT_PRIMARY_TYPE,OTHER_ID_AND_NOTES,J2000,frequencies,pa,pa_err,flag180,separation,sys_err,tot_err
144,J0017-0512,0015-054,-05:12:41.7681960,00:17:35.81719790,-5.2116022766666665,4.399238324583333,209.0,1.057e-05,0.0001343,4.404166666666666e-08,3.730555555555556e-08,5.757924058439044e-08,0.1498,0.1618,1.0,2015.0,101.239,-66.647,NED (fiducial),0.227,,0.226,,,17.6,R,AQ,"ICRF J001735.8-051241 S/X; CGRaBS J0017-0512; GALEXASC J001735.81-051240.7
",J0017-0512,"2,8,15",-123,3,,1.1,7.447183098591549,8.028731911326197
145,J0017-0650,0014-071,-06:50:33.4338600,00:17:09.37710700,-6.842620516666666,4.289071279166666,207.0,2.933e-05,0.00117,1.2220833333333332e-07,3.25e-07,3.4691191515145255e-07,-0.097,1.1709,39.0,2015.0,99.515,-68.142,LITERATURE,,a,,,,18.3,R,G ,"AT20G J001709-065033;; z from milliquas (http://quasars.org/milliquas.htm)
",J0017-0650,5,17,5,,4.5,21.285211267605632,21.86458823546892
146,J0017-2748,0015-280,-27:48:21.5741135,00:17:59.00598790,-27.80599280930556,4.495858282916666,214.0,1.181e-05,0.000407,4.9208333333333336e-08,1.1305555555555557e-07,1.21144963594212e-07,-0.0154,0.407,1.0,2015.0,25.791,-82.55,NED (fiducial),1.1687,,1.16,,,17.8,R,AQ,"ICRF J001759.0-274821 S/X; 2QZ J001759.0-274822
",J0017-2748,"2,8",24,3,,4.3,21.285211267605632,21.495586028452585
158,J0019-1926,,-19:26:04.813,00:19:07.2489,-19.434670277777776,4.780203749999999,,,,,,,,,,,,,,,,,,,,,,,J0019-1926,8,-142,5,,2.1,7.447183098591549,8.969979715916175
160,J0019-2952,,-29:52:55.640,00:19:24.8217,-29.882122222222225,4.853423749999998,,,,,,,,,,,,,,,,,,,,,,,J0019-2952,5,26,5,,10.1,21.285211267605632,21.86458823546892
176,J0022-1853,,-18:53:34.867,00:22:09.2690,-18.89301861111111,5.538620833333332,,,,,,,,,,,,,,,,,,,,,,,J0022-1853,8,177,5,,0.8,4.225352112676056,6.546266147667387
188,J0024-0811,0021-084,-08:11:10.0494540,00:24:00.67275146,-8.186124848333334,6.002803131083333,280.0,1.083e-05,0.0003426,4.5125e-08,9.516666666666669e-08,1.051269489930229e-07,0.3549,0.3484,1.0,2015.0,102.744,-69.976,NED (fiducial),2.0709,,2.0711,,2.0709,19.4,R,AQ,"ICRF J002400.6-081110 S/X; AT20G J002400-081109
",J0024-0811,"2,8",-180,3,,4.7,0.0,3.0
194,J0025-2602,0023-263,-26:02:12.6141092,00:25:49.15629900,-26.03683725255556,6.454817912499999,294.0,2.336e-05,0.0006586,9.733333333333333e-08,1.8294444444444448e-07,2.027734609595597e-07,0.3679,0.6711,1.0,2015.0,42.275,-84.17,NED (fiducial),0.3216,,0.322,,,18.1,R,AL,"ICRF J002549.1-260212 S/X; PKS 0023-26
",J0025-2602,"2,5,8",134,3,,6.0,4.225352112676056,5.182045973946585
198,J0026-1112,0024-114,-11:12:52.4255643,00:26:51.44312777,-11.21456265675,6.714346365708333,304.0,2.757e-05,0.0007713,1.1487499999999997e-07,2.1425e-07,2.4207476927144175e-07,-0.061,0.7718,1.0,2015.0,101.796,-73.07,NED (fiducial),1.1183,,1.115,,1.1182,18.4,R,AQ,"ICRF J002651.4-111252 S/X; SDSS J002651.44-111252.4
",J0026-1112,8,94,5,,2.7,0.0,5.0
218,J0029-0113,0026-015,-01:13:41.7597306,00:29:00.98602604,-1.2282665918333335,7.254108441833333,325.0,1.036e-05,0.0002952,4.316666666666666e-08,8.2e-08,9.266339579574217e-08,0.1898,0.2972,1.0,2015.0,110.269,-63.547,NED (fiducial),0.0828,,0.0828,,0.0828,14.7,R,AQ,"ICRF J002900.9-011341 S/X; PKS 0026-014
",J0029-0113,"2,8",56,3,,3.0,0.0,3.0
224,J0030-0211,0027-024,-02:11:56.1331670,00:30:31.82374240,-2.198925879722222,7.632598926666666,342.0,5.37e-06,0.0001677,2.2375e-08,4.6583333333333343e-08,5.167117700740087e-08,-0.004,0.1677,1.0,2015.0,110.691,-64.573,NED (fiducial),1.8037,,1.8048,,1.8037,17.2,R,AQ,"ICRF J003031.8-021156 S/X; PKS B0027-024
",J0030-0211,"2,8",-29,8,,5.6,21.285211267605632,22.73895817109055
225,J0030-4224,0027-426,-42:24:46.4826879,00:30:17.49263840,-42.41291185775,7.572885993333332,338.0,1.317e-05,0.0004046,5.4874999999999993e-08,1.123888888888889e-07,1.1946831681150992e-07,-0.2297,0.4062,1.0,2015.0,317.326,-74.119,NED (fiducial),0.492,,0.492,,,18.3,R,AQ,"ICRF J003017.4-422446 S/X; PKS 0027-426;; HB89 give z=1.66
",J0030-4224,2,-165,4,,11.5,7.447183098591549,8.453433391465719
227,J0031-1326,0028-137,-13:26:58.6233307,00:31:03.22448642,-13.449617591861111,7.763435360083332,350.0,2.467e-05,0.0010617,1.0279166666666668e-07,2.949166666666667e-07,3.114006397104496e-07,-0.3575,1.0703,3.0,2015.0,102.726,-75.516,LITERATURE,,a,,,,18.4,R,V ,"NVSS J003103-132658; GALEXASC J003103.24-132657.7;; at ~4"" of star PB 8303; z from milliquas (http://quasars.org/milliquas.htm)
",J0031-1326,8,77,5,,9.6,0.0,5.0
236,J0032-0232,0029-028,-02:32:19.5333800,00:32:29.67579300,-2.5387592722222223,8.123649137499998,362.0,4.4e-05,0.0014,1.833333333333333e-07,3.888888888888889e-07,4.298601305137681e-07,-0.361,1.4246,39.0,2015.0,111.679,-64.996,,0.9881,,,,0.9881,18.3,R,V ,"AT20G J003229-023219
",J0032-0232,"5,8",-40,4,,5.2,4.014084507042253,5.666822251463041
237,J0032-1541,0029-159,-15:41:33.1825700,00:32:07.43140100,-15.69255071388889,8.030964170833332,360.0,2.2e-05,0.00075,9.166666666666665e-08,2.0833333333333333e-07,2.262539161553731e-07,-0.053,0.7502,39.0,2015.0,100.542,-77.717,NED (fiducial),0.6346,,0.6346,,,17.5,R,G ,"GALEX 2674269607479479388; 1RXS J003207.7-154155
",J0032-1541,8,-11,5,,29.9,21.285211267605632,21.86458823546892
238,J0032-2849,0030-290,-28:49:20.3907500,00:32:33.09713800,-28.82233076388889,8.137904741666667,364.0,4.133e-05,0.0013,1.7220833333333337e-07,3.611111111111111e-07,3.913623517143712e-07,-0.218,1.3064,39.0,2015.0,9.726,-85.5,NED (fiducial),0.3239,,0.324,,,17.2,R,AL,"AT20G J003233-284920
",J0032-2849,5,153,5,,9.4,4.225352112676056,6.546266147667387
242,J0033-0345,0031-040,-03:45:31.5126167,00:33:35.92241649,-3.758753504638889,8.399676735375,372.0,1.518e-05,0.0004842,6.325e-08,1.345e-07,1.4857193526023549e-07,-0.1446,0.4856,3.0,2015.0,111.826,-66.245,NED (fiducial),2.7097,,2.7097,,2.7097,17.7,R,AQ,"PMN J0033-0345
",J0033-0345,"5,8",-146,4,,2.8,7.447183098591549,8.453433391465719
243,J0033-1921,,-19:21:33.132,00:33:34.3802,-19.359203333333333,8.393250833333333,,,,,,,,,,,,,,,,,,,,,,,J0033-1921,8,22,5,,1.8,21.285211267605632,21.86458823546892
263,J0036-0932,,-09:32:29.162,00:36:06.8562,-9.54143388888889,9.028567499999998,,,,,,,,,,,,,,,,,,,,,,,J0036-0932,8,172,5,,3.5,4.225352112676056,6.546266147667387
276,J0037-0109,0034-014,-01:09:08.4204326,00:37:04.11088661,-1.1523390090555554,9.267128694208331,415.0,2.047e-05,0.000704,8.529166666666665e-08,1.955555555555556e-07,2.133394045339327e-07,-0.4897,0.7224,3.0,2015.0,114.776,-63.796,NED (fiducial),0.0737,,0.0735,,0.0737,14.9,R,G ,"3C 015
",J0037-0109,8,-34,5,,0.6,21.285211267605632,21.86458823546892
287,J0038-0207,0035-024,-02:07:40.5469964,00:38:20.52934376,-2.1279297212222223,9.585538932333332,439.0,6.4e-06,0.0002019,2.6666666666666664e-08,5.6083333333333336e-08,6.209243899524592e-08,-0.2227,0.2033,1.0,2015.0,115.228,-64.804,NED (fiducial),0.2197,,0.2204,,0.2204,17.4,R,A1,"ICRF J003820.5-020740 S/X; 3C 017
",J0038-0207,"2,8",101,3,,4.9,0.0,3.0
288,J0038-0329,0035-037,-03:29:58.9622740,00:38:20.79435109,-3.499711742777778,9.586643129541663,440.0,8.02e-06,0.00027,3.3416666666666665e-08,7.5e-08,8.208235217065015e-08,-0.2397,0.2719,1.0,2015.0,114.825,-66.165,NED (fiducial),1.8617,,1.858,,1.8617,18.5,R,AQ,"ICRF J003820.7-032958 S/X; CGRaBS J0038-0329
",J0038-0329,"2,8",113,3,,1.3,4.225352112676056,5.182045973946585
290,J0038-2459,0035-252,-24:59:02.2352926,00:38:14.73550152,-24.98395424794445,9.561397923,437.0,2.82e-06,4.34e-05,1.1749999999999998e-08,1.2055555555555555e-08,1.6086320702730693e-08,-0.0355,0.0435,1.0,2015.0,68.092,-86.343,NED (fiducial),0.4981,,0.4981,,,17.1,R,AQ,"ICRF J003814.7-245902 S/X DEF; PKS 0035-252
",J0038-2459,"2,8,15",-33,18,,2.1,21.285211267605632,27.87579987563776
297,J0039-0257,0036-032,-02:57:07.0039200,00:39:13.40243400,-2.9519455333333333,9.805843474999998,448.0,2.2e-05,0.00073,9.166666666666665e-08,2.027777777777778e-07,2.2248442658781459e-07,-0.388,0.7433,39.0,2015.0,115.519,-65.648,NED (fiducial),0.3901,,,,0.3901,17.9,R,V ,"PMN J0039-0257; GALEXASC J003913.37-025706.6
",J0039-0257,8,146,5,,1.2,4.225352112676056,6.546266147667387
299,J0039-1111,0036-114,-11:11:02.4803000,00:39:31.58821600,-11.184022305555557,9.881617566666666,451.0,3.533e-05,0.00111,1.4720833333333337e-07,3.083333333333334e-07,3.4047684843735936e-07,0.016,1.11,39.0,2015.0,112.399,-73.812,NED (fiducial),0.5528,,0.5523,,0.5528,18.8,R,AL,"FBQS J0039-1111
",J0039-1111,5,170,5,,5.9,4.225352112676056,6.546266147667387
300,J0039-1300,0037-132,-13:00:59.8100400,00:39:39.88320600,-13.0166139,9.916180025,453.0,3.333e-05,0.00124,1.38875e-07,3.444444444444445e-07,3.7006735263040274e-07,-0.123,1.2417,39.0,2015.0,111.309,-75.622,NED (fiducial),0.1075,,0.1075,,,15.4,R,G ,"AT20G J003939-130059
",J0039-1300,8,-178,5,,0.8,7.447183098591549,8.969979715916175
302,J0039-2220,,-22:20:01.479,00:39:08.2091,-22.333744166666666,9.784204583333333,,,,,,,,,,,,,,,,,,,,,,,J0039-2220,8,-154,5,,3.3,7.447183098591549,8.969979715916175
303,J0040+0125,0037+011,+01:25:46.3493610,00:40:13.52545040,1.429541489166667,10.05635604333333,458.0,7.5e-06,0.0002267,3.125e-08,6.297222222222223e-08,7.029548687586961e-08,0.0135,0.2267,1.0,2015.0,117.086,-61.315,NED (fiducial),0.2263,,0.2263,,0.2263,17.3,R,AQ,"ICRF J004013.5+012546 S/X; 87GB 003739.6+010930; 2MASX J00401351+0125465
",J0040+0125,"2,8",-149,3,,4.3,7.447183098591549,8.028731911326197
306,J0040-0146,0038-020,-01:46:32.0263360,00:40:57.61157663,-1.775562871111111,10.240048235958332,465.0,5.52e-06,0.0001578,2.3e-08,4.3833333333333335e-08,4.949599227936522e-08,0.0236,0.1578,1.0,2015.0,116.836,-64.523,NED (fiducial),1.1788,,1.1784,,1.1789,18.4,R,AQ,"ICRF J004057.6-014632 S/X; PKS 0038-020
",J0040-0146,"2,8,15",-42,2,,3.2,4.014084507042253,4.484737944370512
316,J0041-0143,0038-019,-01:43:15.6814931,00:41:26.00884708,-1.7210226369722224,10.358370196166666,469.0,2.186e-05,0.0008131,9.108333333333333e-08,2.258611111111111e-07,2.4351988036776444e-07,-0.3693,0.8235,1.0,2015.0,117.121,-64.48,NED (fiducial),1.675,,1.674,,,16.8,R,AQ,"ICRF J004126.0-014315 S/X; PKS 0038-019
",J0041-0143,2,174,2,,13.8,4.225352112676056,4.674783468364712
333,J0043-0443,,-04:43:00.634,00:43:34.1227,-4.716842777777778,10.892177916666666,,,,,,,,,,,,,,,,,,,,,,,J0043-0443,8,46,5,,62.6,0.0,5.0
334,J0043-1116,,-11:16:07.315,00:43:48.6668,-11.268698611111112,10.952778333333333,,,,,,,,,,,,,,,,,,,,,,,J0043-1116,8,40,5,,2.1,0.0,5.0
342,J0045-2243,0043-230,-22:43:55.3378500,00:45:39.59751800,-22.732038291666665,11.414989658333331,517.0,2.733e-05,0.0009,1.13875e-07,2.5e-07,2.711663370372303e-07,-0.084,0.9007,39.0,2015.0,106.031,-85.413,NED (fiducial),1.5369,,1.5369,,,16.2,R,AQ,"WISE J004539.59-224355.3; AT20G J004539-224354
",J0045-2243,"5,8",-54,4,,1.1,4.014084507042253,5.666822251463041
343,J0045-3705,0042-373,-37:05:48.4676975,00:45:12.06608276,-37.096796582638895,11.300275344833333,513.0,9.3e-06,0.0003176,3.875e-08,8.822222222222222e-08,9.34796524785134e-08,-0.2151,0.3186,1.0,2015.0,310.073,-79.945,LITERATURE,1.033,,,,,19.1,R,AB,"ICRF J004512.0-370548 S/X; PKS 0042-373; GALEXASC J004512.03-370548.0;; z from milliquas (http://quasars.org/milliquas.htm)
",J0045-3705,"2,8",-160,3,,11.7,7.447183098591549,8.028731911326197
365,J0049-3116,0046-315,-31:16:27.3246310,00:49:22.90086666,-31.27425684194444,12.345420277749998,561.0,1.656e-05,0.000508,6.9e-08,1.411111111111111e-07,1.5293871314190069e-07,-0.6244,0.5268,1.0,2015.0,308.985,-85.83,NED (fiducial),2.718,,2.721,,,17.7,R,AQ,"ICRF J004922.9-311627 S/X; PMN J0049-3116
",J0049-3116,"2,8",163,3,,4.6,4.225352112676056,5.182045973946585
366,J0050-0452,0047-051,-04:52:20.5950716,00:50:21.53478801,-4.872387519888889,12.589728283375,571.0,6.43e-06,0.0001991,2.6791666666666663e-08,5.530555555555556e-08,6.141107014585622e-08,0.076,0.1993,1.0,2015.0,122.222,-67.743,NED (fiducial),0.92,,0.922,,,18.6,R,AQ,"ICRF J005021.5-045220 S/X; PKS 0047-051
",J0050-0452,"2,8",-47,3,,2.3,4.014084507042253,5.011274731011726
367,J0050-0929,0048-097,-09:29:05.2103418,00:50:41.31738216,-9.4847806505,12.672155759,573.0,2.07e-06,3.13e-05,8.625e-09,8.694444444444445e-09,1.2164043896872076e-08,-0.0503,0.0318,1.0,2015.0,122.322,-72.356,NED (fiducial),0.635,b,0.635,,,15.7,R,AL,"ICRF J005041.3-092905 S/X DEF; PKS 0048-097
",J0050-0929,"1.4,2,5,8,15,24,43",-7,4,,0.9,21.285211267605632,21.65779810383793
371,J0051-4226,0048-427,-42:26:33.2933576,00:51:09.50182132,-42.44258148822222,12.789590922166663,579.0,3.86e-06,5.55e-05,1.6083333333333335e-08,1.5416666666666666e-08,1.9456132207520648e-08,-0.0367,0.0556,1.0,2015.0,303.127,-74.686,NED (fiducial),1.749,,1.75,,,19.0,R,AQ,"ICRF J005109.5-422633 S/X; PKS 0048-427;; 1996A&AS..119..265I give z=2.43
",J0051-4226,"2,8",169,3,,3.8,4.225352112676056,5.182045973946585
372,J0052+0035,0049+003,+00:35:38.1487882,00:52:05.56900506,0.5939302189444445,13.02320418775,586.0,1.414e-05,0.0003333,5.8916666666666695e-08,9.258333333333337e-08,1.097382077561041e-07,-0.3832,0.3475,1.0,2015.0,123.284,-62.277,NED (fiducial),0.3996,,0.3996,,0.4,15.6,R,AQ,"ICRF J005205.5+003538 S/X; LBQS 0049+0019A
",J0052+0035,"2,8",92,3,,17.1,0.0,3.0
381,J0052-2825,0050-287,-28:25:54.1850472,00:52:52.55639664,-28.43171806866667,13.218984986,596.0,1.143e-05,0.0003717,4.7625e-08,1.0325e-07,1.1142063085493176e-07,-0.2325,0.3736,1.0,2015.0,289.302,-88.658,NED (fiducial),1.6434,,1.643,,,19.0,R,AQ,"ICRF J005252.5-282554 S/X; 2QZ J005252.5-282554; GALEXASC J005252.57-282554.4
",J0052-2825,"2,8",-51,3,,3.4,4.014084507042253,5.011274731011726
388,J0054-0437,,-04:37:03.310,00:54:52.6227,-4.617586111111112,13.71926125,,,,,,,,,,,,,,,,,,,,,,,J0054-0437,8,-72,5,,0.8,4.014084507042253,6.411932191600021
394,J0055-2148,,-21:48:23.134,00:55:33.9378,-21.80642611111111,13.891407499999998,,,,,,,,,,,,,,,,,,,,,,,J0055-2148,8,144,5,,3.4,4.225352112676056,6.546266147667387
399,J0056-0115,0053-015,-01:15:44.9324800,00:56:25.59066900,-1.2624812444444444,14.1066277875,631.0,0.000138,0.0042,5.749999999999999e-07,1.1666666666666666e-06,1.300605863807231e-06,0.376,4.2891,39.0,2015.0,125.788,-64.107,NED (fiducial),0.0382,,0.0382,,0.0382,13.7,R,G ,"UGC 00583
",J0056-0115,8,-152,5,,6.0,7.447183098591549,8.969979715916175
401,J0056-2117,,-21:17:08.123,00:56:32.2756,-21.285589722222223,14.134481666666666,,,,,,,,,,,,,,,,,,,,,,,J0056-2117,8,-1,5,,3.1,21.285211267605632,21.86458823546892
402,J0056-3941,,-39:41:44.403,00:56:20.1144,-39.6956675,14.08381,,,,,,,,,,,,,,,,,,,,,,,J0056-3941,5,-137,5,,15.4,7.447183098591549,8.969979715916175
