Index,J2000_NAME,OCARS_NAME,DEC,RA,DEC_deg,RA_deg,INDEX_NEW_TABLE,RA_ERR_sec,DEC_ERR_arcsec,RA_ERR_deg,DEC_ERR_deg,SKY_PA_ERR_deg,RA_DEC_CORRELATION,SEMIMAJOR_AXIS_OF_ERROR_ELLIPSE_mas,CATALOG_CODE,EPOCH_YEAR,GAL_LON_deg,GAL_LAT_deg,Z_FROM_NED_OR_LITERATURE,Z,Z_FLAG,Z_SIMBAD,Z_SIMBAD_FLAG,Z_SDSS,OPTICAL_OR_NIR_MAGNITUDE,BAND,OBJECT_PRIMARY_TYPE,OTHER_ID_AND_NOTES,J2000,frequencies,pa,pa_err,flag180,separation,sys_err,tot_err
3683,J0912+2205,0909+222,+22:05:06.2477503,09:12:24.78465968,22.085068819527777,138.1032694153333,5998.0,7.42e-06,0.0001807,3.091666666666666e-08,5.019444444444444e-08,5.779448087563693e-08,-0.1608,0.1818,1.0,2015.0,206.09,40.341,NED (fiducial),0.9935,,0.9935,,0.9931,19.6,R,AQ,"ICRF J091224.7+220506 S/X; SDSS J091224.78+220506.2
",J0912+2205,"2,5,8",-58,3,,2.6,4.014084507042253,5.011274731011726
3685,J0912+4126,0908+416,+41:26:09.3566000,09:12:11.61426000,41.43593238888889,138.04839274999998,5993.0,3.667e-05,0.00044,1.5279166666666664e-07,1.2222222222222222e-07,1.675092905754437e-07,-0.086,0.4487,23.0,2006.31,180.322,43.335,NED (fiducial),2.5685,,2.5692,,2.568,20.3,R,AQ,"NVSS J091211+412609
",J0912+4126,"5,8",19,4,,2.4,21.285211267605632,21.65779810383793
3686,J0912+4139,0909+418,+41:39:33.5941300,09:12:17.57564500,41.65933170277778,138.07323185416664,5995.0,0.00051933,0.01103,2.163875e-06,3.063888888888889e-06,3.464243369085169e-06,0.538,11.5594,23.0,2006.31,180.015,43.354,NED (fiducial),1.7776,,1.7776,,1.7776,19.0,R,AQ,"B3 0909+418
",J0912+4139,5,6,5,,2.9,21.285211267605632,21.86458823546892
3687,J0912+4422,0909+445,+44:22:04.6511063,09:12:51.12851622,44.36795864063889,138.21303548425,6004.0,1.802e-05,0.0002062,7.508333333333334e-08,5.727777777777778e-08,7.849637403384645e-08,-0.1407,0.2147,1.0,2015.0,176.286,43.392,NED (fiducial),1.7245,,1.7245,,1.7245,17.4,R,AQ,"ICRF J091251.1+442204 S/X; B3 0909+445
",J0912+4422,"2,5,8",115,3,,3.1,4.225352112676056,5.182045973946585
3692,J0913+4402,0910+442,+44:02:57.2004451,09:13:53.36566937,44.04922234586111,138.47235695570834,6011.0,1.524e-05,0.0001971,6.349999999999999e-08,5.475e-08,7.127823778779224e-08,-0.0848,0.1986,1.0,2015.0,176.713,43.592,NED (fiducial),1.1781,,1.1782,,1.1785,19.5,R,AQ,"ICRF J091353.3+440257 S/X; B3 0910+442
",J0913+4402,"2,8",-59,3,,20.7,4.014084507042253,5.011274731011726
3694,J0914+0245,0912+029,+02:45:59.2464510,09:14:37.91343881,2.7664573475,138.6579726617083,6021.0,2.09e-06,3.32e-05,8.708333333333332e-09,9.222222222222225e-09,1.2677057756688122e-08,-0.0006,0.0332,1.0,2015.0,228.352,32.819,NED (fiducial),0.4266,,0.4266,,0.4268,19.2,R,A1,"ICRF J091437.9+024559 S/X; PKS 0912+029
",J0914+0245,"2,8,24",18,3,,2.3,21.285211267605632,21.495586028452585
3695,J0914+0507,0911+053,+05:07:50.6247300,09:14:01.76099800,5.130729091666666,138.50733749166662,6012.0,2.467e-05,0.00086,1.0279166666666668e-07,2.388888888888889e-07,2.599029162199427e-07,-0.122,0.8614,39.0,2015.0,225.813,33.875,NED (fiducial),0.3013,,0.3013,,,16.3,R,AQ,"87GB 091125.0+052005
",J0914+0507,"5,8",-8,4,,4.2,21.285211267605632,21.65779810383793
3696,J0914+1006,0911+103,+10:06:40.5751000,09:14:19.53150500,10.11127086111111,138.5813812708333,6017.0,2.6e-05,0.00096,1.0833333333333332e-07,2.666666666666667e-07,2.872028869332228e-07,-0.234,0.9649,39.0,2015.0,220.476,36.271,NED (fiducial),0.3079,,0.311,,0.3079,19.2,R,G ,"TXS 0911+103
",J0914+1006,"5,8",77,4,,1.3,0.0,4.0
3697,J0914+3512,0911+354,+35:12:04.5915795,09:14:39.42356489,35.20127543875,138.66426485370832,6022.0,9.79e-06,0.0001652,4.0791666666666656e-08,4.5888888888888894e-08,5.6717054507687145e-08,0.0653,0.1656,1.0,2015.0,188.932,43.496,NED (fiducial),1.0677,,1.0677,,1.0688,19.9,R,AQ,"ICRF J091439.4+351204 S/X; 87GB 091133.0+352438
",J0914+3512,"2,8",42,3,,3.1,0.0,3.0
3698,J0914+5844,,+58:44:38.126,09:14:51.5532,58.74392388888889,138.71480499999998,,,,,,,,,,,,,,,,,,,,,,,J0914+5844,8,150,5,,1.3,4.225352112676056,6.546266147667387
3706,J0915+2056,0912+211,+20:56:07.3664025,09:15:08.78085957,20.93537955625,138.78658691487496,6025.0,1.008e-05,0.000237,4.199999999999999e-08,6.583333333333333e-08,7.663426835631914e-08,0.0876,0.2375,3.0,2015.0,207.785,40.591,NED (fiducial),1.7764,,1.7739,,1.7764,18.6,R,AQ,"SDSS J091508.77+205607.4
",J0915+2056,"5,8",16,4,,6.2,21.285211267605632,21.65779810383793
3707,J0915+2519,0912+255,+25:19:39.0316000,09:15:42.24437600,25.327508777777776,138.9260182333333,6034.0,3.933e-05,0.00093,1.63875e-07,2.5833333333333333e-07,2.977859980017474e-07,0.044,0.9304,39.0,2015.0,202.23,41.964,NED (fiducial),0.712,,0.712,,0.7118,19.3,R,AQ,"NVSS J091542+251940
",J0915+2519,"5,8",93,4,,2.3,0.0,4.0
3708,J0915+2709,0912+273,+27:09:43.2594200,09:15:55.71252400,27.162016505555552,138.98213551666666,6039.0,3.333e-05,0.00096,1.38875e-07,2.666666666666667e-07,2.9390155505815255e-07,-0.096,0.9612,39.0,2015.0,199.841,42.451,,1.3379500000000002,,1.338,,1.3379,21.7,R,AQ,"NVSS J091555+270942
",J0915+2709,8,-39,5,,19.2,4.014084507042253,6.411932191600021
3709,J0915+2933,0912+297,+29:33:24.0429125,09:15:52.40164472,29.55667858680556,138.9683401863333,6036.0,5.92e-06,0.0001157,2.4666666666666666e-08,3.2138888888888887e-08,3.8643242642774494e-08,0.0243,0.1157,1.0,2015.0,196.65,42.935,NED (fiducial),1.2396,,1.5212,,,15.7,R,AL,"ICRF J091552.4+293324 S/X DEF; JVAS J0915+2933;; 2017ApJ...837..144P give z>0.13
",J0915+2933,"2,5,8,15",-153,2,,2.9,7.447183098591549,7.7110658215286705
3710,J0915+4416,,+44:16:32.931,09:15:28.7787,44.27581416666666,138.86991124999997,,,,,,,,,,,,,,,,,,,,,,,J0915+4416,"5,8",36,4,,3.1,0.0,4.0
3711,J0915+5232,0912+527,+52:32:30.2929500,09:15:39.25975800,52.541748041666665,138.913582325,6032.0,7.267e-05,0.00069,3.027916666666667e-07,1.9166666666666665e-07,2.6579760415744124e-07,-0.156,0.729,23.0,2006.31,165.08,42.885,NED (fiducial),1.5719,,,,,21.7,R,V ,"87GB 091201.7+524500; SDSS J091539.26+523230.2
",J0915+5232,5,-118,5,,2.9,7.447183098591549,8.969979715916175
3715,J0916+0242,0914+029,+02:42:52.9013196,09:16:41.76666992,2.714694811,139.17402779133334,6046.0,7.29e-06,0.000227,3.037499999999999e-08,6.305555555555555e-08,6.997552447864598e-08,-0.0886,0.2273,1.0,2015.0,228.721,33.235,NED (fiducial),1.1014,,1.1019,,1.1017,18.5,R,AQ,"ICRF J091641.7+024252 S/X; SDSS J091641.76+024252.8
",J0916+0242,"2,8",164,3,,16.1,4.225352112676056,5.182045973946585
3716,J0916+0705,,+07:05:43.573,09:16:25.2414,7.095436944444444,139.1051725,,,,,,,,,,,,,,,,,,,,,,,J0916+0705,8,160,5,,1.5,4.225352112676056,6.546266147667387
3717,J0916+1838,0913+188,+18:38:15.2932723,09:16:38.02673700,18.637581464527777,139.1584447375,6045.0,1.049e-05,0.0003465,4.3708333333333326e-08,9.625e-08,1.0478247058267964e-07,-0.3661,0.3516,3.0,2015.0,210.784,40.163,NED (fiducial),0.97,,0.97,,0.9705,16.9,R,AQ,"JVAS J0916+1838
",J0916+1838,"5,8",-6,4,,3.7,21.285211267605632,21.65779810383793
3718,J0916+3854,0913+391,+38:54:28.1463634,09:16:48.90457434,38.90781843427778,139.20376905975,6050.0,7.04e-06,0.0001156,2.933333333333333e-08,3.211111111111111e-08,3.939730367463106e-08,-0.0876,0.116,1.0,2015.0,183.844,44.172,NED (fiducial),1.2678,,1.268,,1.2677,18.8,R,AQ,"ICRF J091648.9+385428 S/X; 4C +38.28
",J0916+3854,"2,5,8",-110,3,,3.5,7.447183098591549,8.028731911326197
3719,J0916+4654,0913+471,+46:54:33.2181800,09:16:33.96782500,46.90922727222222,139.14153260416666,6044.0,6.2e-05,0.00151,2.583333333333333e-07,4.194444444444445e-07,4.55059932845944e-07,0.349,1.5291,39.0,2015.0,172.719,43.851,NED (fiducial),1.6291,,1.6291,,1.6294,19.5,R,AQ,"NVSS J091634+465432
",J0916+4654,5,-37,5,,10.6,4.014084507042253,6.411932191600021
3723,J0917+6149,0913+620,+61:49:32.3511000,09:17:08.16220400,61.825653083333336,139.28400918333332,6052.0,0.00012667,0.00115,5.277916666666667e-07,3.194444444444444e-07,4.051486499863158e-07,0.435,1.2577,39.0,2015.0,152.982,40.652,NED (fiducial),1.4456,,1.4456,,1.4456,18.2,R,AQ,"NVSS J091708+614931
",J0917+6149,5,94,5,,12.1,0.0,5.0
3731,J0918+3151,,+31:51:40.636,09:18:59.4065,31.86128777777778,139.74752708333335,,,,,,,,,,,,,,,,,,,,,,,J0918+3151,8,82,5,,30.8,0.0,5.0
3735,J0919+2125,0916+216,+21:25:54.1546757,09:19:07.54481502,21.43170963213889,139.78143672924998,6069.0,1.826e-05,0.000359,7.608333333333332e-08,9.972222222222225e-08,1.2231247588515837e-07,-0.1096,0.3611,3.0,2015.0,207.542,41.627,NED (fiducial),1.3925,,1.3925,,1.3925,17.2,R,AQ,"SDSS J091907.54+212554.1
",J0919+2125,5,-112,5,,5.1,7.447183098591549,8.969979715916175
3745,J0920+0023,,+00:23:30.671,09:20:35.8009,0.3918530555555556,140.14917041666666,,,,,,,,,,,,,,,,,,,,,,,J0920+0023,5,-79,5,,19.3,4.014084507042253,6.411932191600021
3747,J0920+2755,,+27:55:53.742,09:20:27.5222,27.931595,140.1146758333333,,,,,,,,,,,,,,,,,,,,,,,J0920+2755,8,152,5,,2.2,4.225352112676056,6.546266147667387
3749,J0920+4441,0917+449,+44:41:53.9850947,09:20:58.45848666,44.69832919297222,140.24357702775,6086.0,3.45e-06,4.32e-05,1.4375e-08,1.2e-08,1.576097351179995e-08,-0.0755,0.0435,1.0,2015.0,175.7,44.816,NED (fiducial),2.1876,,2.1879,,2.1879,16.6,R,AQ,"ICRF J092058.4+444153 S/X; JVAS J0920+4441
",J0920+4441,"2,5,8,15,24",-176,2,,1.9,7.447183098591549,7.7110658215286705
3753,J0921+0805,0918+082,+08:05:05.6536400,09:21:01.06438300,8.084903788888889,140.25443492916662,6087.0,1.733e-05,0.00055,7.220833333333332e-08,1.527777777777778e-07,1.6867708940344478e-07,0.037,0.5501,39.0,2015.0,223.658,36.816,NED (fiducial),0.1376,,0.5175,,,19.2,R,AQ,"PMN J0921+0804; SDSS J092101.06+080505.6
",J0921+0805,"5,8",146,4,,1.1,4.225352112676056,5.818384696468256
3754,J0921+1350,0918+140,+13:50:48.2369633,09:21:31.37346483,13.846732489805555,140.38072277012498,6094.0,6.73e-06,0.0002066,2.804166666666666e-08,5.73888888888889e-08,6.351992580850684e-08,-0.0461,0.2067,1.0,2015.0,217.139,39.452,NED (fiducial),0.7668,,0.7668,,0.7668,17.6,R,AQ,"ICRF J092131.3+135048 S/X; 87GB 091845.9+140329; SDSS J092131.37+135048.3
",J0921+1350,"2,8",-179,3,,5.2,7.447183098591549,8.028731911326197
3755,J0921+2335,,+23:35:48.193,09:21:45.3796,23.596720277777777,140.43908166666665,,,,,,,,,,,,,,,,,,,,,,,J0921+2335,8,158,5,,5.7,4.225352112676056,6.546266147667387
3756,J0921+4538,0917+458,+45:38:57.3637800,09:21:08.62532200,45.64926771666666,140.28593884166665,6089.0,5.933e-05,0.00091,2.4720833333333334e-07,2.527777777777778e-07,3.062027630794591e-07,-0.122,0.9158,39.0,2015.0,174.362,44.762,NED (fiducial),0.1746,,0.1746,,0.1746,16.9,R,A1,"3C 219
",J0921+4538,"5,8",-144,4,,2.3,7.447183098591549,8.453433391465719
3757,J0921+6215,0917+624,+62:15:52.1803510,09:21:36.23107643,62.26449454194445,140.4009628184583,6095.0,4.73e-06,3.34e-05,1.9708333333333333e-08,9.277777777777775e-09,1.3046229090345376e-08,-0.1635,0.0358,1.0,2015.0,152.2,40.994,NED (fiducial),1.4576,,1.4475,,1.4473,19.0,R,AQ,"ICRF J092136.2+621552 S/X; NVSS J092136+621551
",J0921+6215,"1.4,2,5,8,15,24,43",-32,3,,1.8,21.285211267605632,21.495586028452585
3759,J0921+6604,0917+662,+66:04:38.2433100,09:21:57.77354200,66.07728980833333,140.49072309166667,6099.0,6.667e-05,0.00083,2.777916666666666e-07,2.305555555555556e-07,2.566026082803686e-07,-0.185,0.8344,39.0,2015.0,147.557,39.581,NED (fiducial),1.6441,,1.6446,,1.6441,18.7,R,AQ,"SDSS J092157.77+660438.2; 87GB 091746.4+661714
",J0921+6604,5,-104,5,,2.7,4.014084507042253,6.411932191600021
3764,J0922+4209,0919+423,+42:09:53.3415000,09:22:39.58374900,42.16481708333333,140.6649322875,6106.0,3.933e-05,0.00046,1.63875e-07,1.277777777777778e-07,1.7629910462150578e-07,0.03,0.4618,23.0,2006.31,179.254,45.272,NED (fiducial),1.6384500000000002,a,1.6384,,1.6385,19.3,R,AQ,"B3 0919+423
",J0922+4209,5,-67,5,,2.6,4.014084507042253,6.411932191600021
3765,J0922+4457,0919+451,+44:57:49.0738100,09:22:35.01554000,44.96363161388889,140.64589808333332,6105.0,7.8e-05,0.00119,3.25e-07,3.305555555555556e-07,4.026742114373829e-07,0.565,1.3102,39.0,2015.0,175.293,45.078,NED (fiducial),0.4669,a,,,0.4669,18.9,R,V ,"NVSS J092235+445749
",J0922+4457,"5,8",-94,4,,1.4,4.014084507042253,5.666822251463041
3766,J0922+5138,0918+518,+51:38:47.5174500,09:22:17.04144400,51.646532625,140.57100601666667,6101.0,7.133e-05,0.00078,2.972083333333333e-07,2.166666666666667e-07,2.84526932882804e-07,-0.546,0.9053,39.0,2015.0,166.017,44.058,NED (fiducial),0.941,,,,0.9436,21.7,R,G ,"87GB 091847.9+515134
",J0922+5138,5,-74,5,,9.2,4.014084507042253,6.411932191600021
3772,J0923+2815,0920+284,+28:15:25.0219334,09:23:51.52339821,28.256950537055555,140.96468082587498,6121.0,5.75e-06,0.0001238,2.395833333333333e-08,3.438888888888889e-08,4.0347798839047094e-08,-0.1148,0.1243,1.0,2015.0,198.879,44.398,NED (fiducial),0.7445,,0.7445,,0.7445,17.8,R,AQ,"ICRF J092351.5+281525 S/X; 87GB 092054.1+282833
",J0923+2815,"2,8",-74,9,,2.4,4.014084507042253,9.8545864667005
3773,J0923+3107,0920+313,+31:07:54.1415987,09:23:47.94871516,31.13170599963889,140.94978631316664,6120.0,1.064e-05,0.0002101,4.4333333333333327e-08,5.836111111111112e-08,6.961399036229454e-08,-0.3267,0.2173,1.0,2015.0,194.897,44.887,NED (fiducial),0.8933,,0.8933,,0.8938,17.8,R,AQ,"ICRF J092347.9+310754 S/X; JVAS J0923+3107
",J0923+3107,"2,5,8",126,3,,1.8,4.225352112676056,5.182045973946585
3775,J0923+4125,0920+416,+41:25:27.4393351,09:23:31.30498064,41.42428870419444,140.8804374193333,6116.0,1.004e-05,0.0001411,4.183333333333333e-08,3.919444444444445e-08,5.0201101848460293e-08,0.0957,0.1422,1.0,2015.0,180.3,45.458,NED (fiducial),0.028,,1.732,,1.7762,20.0,R,AQ,"ICRF J092331.3+412527 S/X; B3 0920+416;; 2012ApJ...748...49S give z=1.732
",J0923+4125,"2,5,8",93,3,,2.6,0.0,3.0
3776,J0923+5136,0919+51A,+51:36:48.9197300,09:23:02.05382900,51.61358881388889,140.7585576208333,6112.0,3.533e-05,0.00074,1.4720833333333337e-07,2.0555555555555561e-07,2.2496447382009706e-07,-0.067,0.7404,39.0,2015.0,166.029,44.178,NED (fiducial),1.1617,,1.1617,,1.1622,18.9,R,AQ,"NVSS J092302+513648; SDSS J092302.04+513648.9
",J0923+5136,"5,8",86,4,,2.7,0.0,4.0
3779,J0924+4511,0921+454,+45:11:57.9174029,09:24:44.99442114,45.19942150080555,141.18747675474998,6128.0,2.42e-05,0.0002317,1.0083333333333333e-07,6.43611111111111e-08,9.586785350805589e-08,0.2449,0.2742,1.0,2015.0,174.908,45.436,NED (fiducial),3.4311,,3.431,,3.4311,19.2,R,AQ,"ICRF J092444.9+451157 S/X; B3 0921+454
",J0924+4511,"2,5,8",71,3,,1.7,0.0,3.0
3781,J0925+0019,0922+005,+00:19:13.9345830,09:25:07.81503686,0.3205373841666666,141.28256265358328,6131.0,4.69e-06,0.0001402,1.9541666666666665e-08,3.894444444444445e-08,4.3572176184662425e-08,-0.2106,0.1412,1.0,2015.0,232.495,33.755,NED (fiducial),1.7209,,1.7209,,1.7209,17.0,R,AL,"ICRF J092507.8+001913 S/X; JVAS J0925+0019
",J0925+0019,"2,8",-169,3,,6.3,7.447183098591549,8.028731911326197
3783,J0925+1658,0923+171,+16:58:12.2051025,09:25:49.96437987,16.970056972916666,141.45818491612496,6138.0,9.23e-06,0.0002481,3.8458333333333335e-08,6.891666666666669e-08,7.811883139017663e-08,-0.2745,0.2517,1.0,2015.0,213.876,41.617,NED (fiducial),1.5469,,1.5469,,1.5469,17.0,R,AQ,"ICRF J092549.9+165812 S/X; NVSS J092549+165813
",J0925+1658,2,79,4,,2.4,0.0,4.0
3784,J0925+3127,0922+316,+31:27:10.8028961,09:25:43.65026836,31.45300080447222,141.43187611816666,6135.0,8.22e-06,0.0001696,3.424999999999999e-08,4.711111111111111e-08,5.543577066968169e-08,-0.1198,0.1703,1.0,2015.0,194.532,45.341,NED (fiducial),1.0102,,0.3738,,1.288,18.5,R,AL,"ICRF J092543.6+312710 S/X; B2 0922+31B
",J0925+3127,"2,5,8,15",17,2,,3.4,21.285211267605632,21.378966736178008
3785,J0925+3612,0922+364,+36:12:35.6746798,09:25:51.85134440,36.20990963327778,141.4660472683333,6139.0,6.73e-06,0.0001182,2.804166666666666e-08,3.2833333333333336e-08,3.987414820255504e-08,-0.1452,0.1193,1.0,2015.0,187.77,45.843,NED (fiducial),0.9981,,0.9982,,0.9981,19.4,R,AQ,"ICRF J092551.8+361235 S/X; 87GB 092246.5+362518
",J0925+3612,"2,5,8",-117,3,,7.2,7.447183098591549,8.028731911326197
3791,J0926+4029,0922+407,+40:29:49.6725279,09:26:00.42686192,40.49713125775,141.5017785913333,6140.0,9.94e-06,0.0001874,4.1416666666666664e-08,5.205555555555556e-08,6.084163870038827e-08,-0.0194,0.1874,1.0,2015.0,181.61,45.951,NED (fiducial),1.8789,,1.8789,,1.8789,19.8,R,AQ,"ICRF J092600.4+402949 S/X; B3 0922+407
",J0926+4029,"2,5,8",129,3,,5.5,4.225352112676056,5.182045973946585
3792,J0926+5411,,+54:11:26.590,09:26:38.8804,54.19071944444444,141.66200166666664,,,,,,,,,,,,,,,,,,,,,,,J0926+5411,"5,8",20,4,,7.4,21.285211267605632,21.65779810383793
3795,J0927+2456,0924+251,+24:56:13.2528700,09:27:22.86360100,24.937014686111112,141.84526500416663,6150.0,2.867e-05,0.00042,1.1945833333333333e-07,1.1666666666666669e-07,1.592000245528099e-07,-0.048,0.4228,23.0,2006.31,203.656,44.424,NED (fiducial),0.0005,,0.3925,,,19.3,V,AQ,"87GB 092430.3+250931; SDSS J092722.86+245613.2
",J0927+2456,5,58,5,,2.1,0.0,5.0
3796,J0927+3902,0923+392,+39:02:20.8518067,09:27:03.01394144,39.03912550186111,141.7625580893333,6146.0,2.59e-06,3.04e-05,1.0791666666666666e-08,8.444444444444445e-09,1.1898217568597636e-08,-0.0431,0.0309,1.0,2015.0,183.708,46.164,NED (fiducial),0.6959,,0.6965,,0.6965,16.5,R,A1,"ICRF J092703.0+390220 S/X; 4C +39.25
",J0927+3902,"1.4,2,5,8,15,24",100,3,E2,1.6,0.0,3.0
3798,J0927+5717,0923+575,+57:17:45.3431338,09:27:06.05345129,57.29592864827777,141.7752227137083,6147.0,2.162e-05,0.0002237,9.008333333333333e-08,6.213888888888888e-08,7.893167009295603e-08,0.0674,0.2245,1.0,2015.0,158.214,43.296,NED (fiducial),1.4033,,1.4034,,1.4033,21.6,R,AQ,"ICRF J092706.0+571745 S/X; NVSS J092706+571744; SDSS J092706.03+571745.2
",J0927+5717,5,-174,5,,1.4,7.447183098591549,8.969979715916175
3802,J0928+4446,0925+449,+44:46:04.7990562,09:28:24.13708643,44.767999737833335,142.1005711934583,6159.0,1.319e-05,0.0001679,5.4958333333333344e-08,4.6638888888888884e-08,6.08081014945405e-08,0.1102,0.1701,1.0,2015.0,175.429,46.123,NED (fiducial),1.9025,,1.9025,,1.9025,18.1,R,AQ,"ICRF J092824.1+444604 S/X; B3 0925+449
",J0928+4446,"2,5,8",99,3,,3.7,0.0,3.0
3803,J0928+6443,0924+649,+64:43:52.2254000,09:28:57.22262700,64.73117372222222,142.2384276125,6164.0,7.333e-05,0.00101,3.055416666666667e-07,2.805555555555556e-07,3.093900187843377e-07,-0.242,1.018,39.0,2015.0,148.772,40.797,NED (fiducial),0.9232,,0.9232,,0.9232,19.3,R,AQ,"GALEX 2682889778641242979; 87GB 092455.7+645709
",J0928+6443,"5,8",34,4,,2.2,21.285211267605632,21.65779810383793
3808,J0929+2536,0926+258,+25:36:58.0682200,09:29:15.55219800,25.61613006111111,142.314800825,6171.0,3e-05,0.00047,1.25e-07,1.3055555555555556e-07,1.724794667242409e-07,-0.129,0.4797,23.0,2006.31,202.874,45.001,NED (fiducial),0.5391,,0.5391,,0.5392,19.0,R,AQ,"SDSS J092915.55+253658.0
",J0929+2536,5,141,5,,7.5,4.225352112676056,6.546266147667387
3810,J0929+5013,0925+504,+50:13:35.9898948,09:29:15.44019601,50.226663859666665,142.31433415004162,6170.0,8.31e-06,0.000106,3.4624999999999994e-08,2.9444444444444452e-08,3.6846445531837016e-08,0.0511,0.1062,1.0,2015.0,167.662,45.421,NED (fiducial),0.3704,,0.3704,,,15.9,R,AL,"ICRF J092915.4+501335 S/X; NVSS J092915+501335; SDSS J092915.43+501336.1
",J0929+5013,"2,5,8,15",117,3,,1.5,4.225352112676056,5.182045973946585
3818,J0930+0034,0928+008,+00:34:58.9418250,09:30:52.25355964,0.5830393958333333,142.71772316516666,6188.0,7.99e-06,0.0002166,3.329166666666666e-08,6.016666666666667e-08,6.876225769251988e-08,-0.3409,0.2217,1.0,2015.0,233.181,35.099,NED (fiducial),1.7696,,1.7696,,1.7696,18.2,R,AQ,"ICRF J093052.2+003458 S/X; JVAS J0930+0034;; 1984ApJ...286..498J give z=0.505
",J0930+0034,"2,8",-47,3,,1.9,4.014084507042253,5.011274731011726
3821,J0930+3601,,+36:01:25.146,09:30:33.5409,36.023651666666666,142.63975374999998,,,,,,,,,,,,,,,,,,,,,,,J0930+3601,8,-150,5,,0.9,7.447183098591549,8.969979715916175
3822,J0930+4644,0927+469,+46:44:08.6569199,09:30:35.08070336,46.73573803330556,142.6461695973333,6185.0,1.26e-05,0.0001828,5.25e-08,5.0777777777777785e-08,6.223391365823756e-08,-0.0582,0.1831,1.0,2015.0,172.539,46.252,NED (fiducial),2.0341,,2.0348,,2.0348,17.7,R,AQ,"ICRF J093035.0+464408 S/X; NVSS J093035+464408
",J0930+4644,"2,5,8",-156,3,,8.8,7.447183098591549,8.028731911326197
3823,J0930+4950,,+49:50:25.550,09:30:37.5740,49.84043055555556,142.65655833333332,,,,,,,,,,,,,,,,,,,,,,,J0930+4950,8,43,5,,1.6,0.0,5.0
3825,J0930+5823,0927+586,+58:23:23.0255500,09:30:51.23542600,58.38972931944444,142.71348094166663,6187.0,7e-05,0.00106,2.916666666666666e-07,2.9444444444444444e-07,3.317648484797334e-07,0.66,1.1296,39.0,2015.0,156.568,43.414,NED (fiducial),1.9645,,1.9634,,1.9636,18.2,R,AQ,"NVSS J093051+582325
",J0930+5823,"5,8",26,4,,3.1,21.285211267605632,21.65779810383793
3831,J0931+1414,0928+144,+14:14:16.5188832,09:31:05.34242696,14.237921912,142.77226011233333,6192.0,8.94e-06,0.0002338,3.725e-08,6.494444444444446e-08,7.430618052764555e-08,-0.2876,0.2379,1.0,2015.0,217.905,41.732,NED (fiducial),1.0983,,1.0983,,1.0992,18.3,R,AQ,"ICRF J093105.3+141416 S/X; 87GB 092822.6+142724
",J0931+1414,"2,8",-38,3,,4.7,4.014084507042253,5.011274731011726
3832,J0931+2750,0928+280,+27:50:50.5982693,09:31:51.78410889,27.847388408138887,142.965767120375,6200.0,9.03e-06,0.0002242,3.7625e-08,6.227777777777778e-08,7.06064473315044e-08,-0.0892,0.2246,1.0,2015.0,199.943,46.05,NED (fiducial),2.3468,,2.3465,,2.3465,21.1,R,AQ,"ICRF J093151.7+275050 S/X; 87GB 092853.6+280403;; z from estimation
",J0931+2750,"2,5,8",91,3,,3.1,0.0,3.0
3837,J0932+2837,0929+288,+28:37:30.2053900,09:32:14.23129300,28.625057052777777,143.05929705416665,6204.0,3.8e-05,0.00059,1.5833333333333333e-07,1.638888888888889e-07,2.148842336152109e-07,-0.004,0.59,23.0,2006.31,198.862,46.277,NED (fiducial),0.3032,,0.3033,,0.3032,18.2,R,G ,"87GB 092919.1+285039; SDSS J093214.23+283730.2
",J0932+2837,5,-47,5,,1.9,4.014084507042253,6.411932191600021
3839,J0932+5306,0929+533,+53:06:33.8013519,09:32:41.15082587,53.10938926441667,143.1714617744583,6212.0,1.077e-05,0.0001095,4.4875e-08,3.041666666666667e-08,4.063038505128863e-08,-0.1491,0.1129,1.0,2015.0,163.497,45.261,NED (fiducial),0.597,,0.597,,0.597,18.8,R,A1,"ICRF J093241.1+530633 S/X; SDSS J093241.14+530633.8
",J0932+5306,"2,5,8",128,3,,1.3,4.225352112676056,5.182045973946585
3844,J0933+1009,0931+103,+10:09:08.8215304,09:33:46.10739467,10.15245042511111,143.44211414445834,6225.0,4.371e-05,0.0008558,1.8212500000000002e-07,2.377222222222223e-07,2.977428107760296e-07,-0.2695,0.8897,1.0,2015.0,223.177,40.563,NED (fiducial),0.0108,,0.0108,,0.0108,11.3,R,AR,"ICRF J093346.1+100908 S/X; NGC 2911
",J0933+1009,8,100,5,,1.3,0.0,5.0
3845,J0933+2845,0930+289,+28:45:32.3147585,09:33:37.28187496,28.758976321805555,143.40534114566668,6222.0,4.537e-05,0.0008401,1.8904166666666666e-07,2.333611111111111e-07,2.862197285235304e-07,-0.7184,0.965,1.0,2015.0,198.75,46.599,NED (fiducial),3.4309,,3.425,,3.4311,17.9,R,AQ,"ICRF J093337.2+284532 S/X; 87GB 093041.9+285837
",J0933+2845,"2,8",137,3,,6.2,4.225352112676056,5.182045973946585
3846,J0933+4739,0930+478,+47:39:15.8234300,09:33:21.11692200,47.654395397222224,143.337987175,6218.0,0.000114,0.00233,4.750000000000001e-07,6.472222222222222e-07,7.219912143048706e-07,0.246,2.3521,39.0,2015.0,171.115,46.568,NED (fiducial),1.2645,,1.2632,,,20.5,R,AQ,"NVSS J093321+473915
",J0933+4739,"5,8",138,4,,13.6,4.225352112676056,5.818384696468256
